24.52,255
24.52,255
22.89,255
22.52,255
22.02,255
21.80,255
21.68,255
21.62,255
21.62,255
21.73,0
22.09,0
22.81,0
23.30,0
23.56,0
23.84,0
24.39,0
24.88,0
25.24,0
25.52,0
25.82,255
25.20,255
24.26,255
24.10,255
24.15,255
24.22,255
24.17,255
23.99,255
23.76,255
23.46,255
23.16,0
23.39,0
24.17,0
24.49,0
24.50,0
24.43,0
24.36,0
24.29,0
24.32,0
24.36,0
24.48,255
23.70,255
22.67,255
22.41,255
22.37,255
22.33,255
22.30,255
22.27,255
22.26,255
22.30,255
22.30,0
22.66,0
23.54,0
24.17,0
24.56,0
24.84,0
25.02,0
25.34,0
25.54,0
25.74,0
25.80,255
24.88,255
23.70,255
23.38,255
23.28,255
23.25,255
23.26,255
23.29,255
23.37,255
23.40,255
23.43,0
23.93,0
24.84,0
25.38,0
25.66,0
25.86,0
25.99,0
25.98,0
25.89,0
25.91,0
25.90,255
25.15,255
24.05,255
23.69,255
23.51,255
23.34,255
23.20,255
23.14,255
23.12,255
23.16,255
23.19,0
23.55,0
24.37,0
24.82,0
25.02,0
25.15,0
25.16,0
25.20,0
25.20,0
25.14,0
25.14,255
24.38,255
23.31,255
23.00,255
22.93,255
22.89,255
22.92,255
22.90,255
22.90,255
22.92,255
22.89,0
23.28,0
24.10,0
24.58,0
24.82,0
24.96,0
25.03,0
25.27,0
25.36,0
25.42,0
25.67,255
24.94,255
23.51,255
23.09,255
22.93,255
22.95,255
23.05,255
23.15,255
23.26,255
23.41,255
23.57,0
24.06,0
25.09,0
25.71,0
25.91,0
25.89,0
25.87,0
25.89,0
25.84,0
25.72,0
25.73,255
25.24,255
24.02,255
23.60,255
23.51,255
23.51,255
23.56,255
23.57,255
23.54,255
23.49,255
23.39,0
23.63,0
24.40,0
25.00,0
25.31,0
25.52,0
25.69,0
25.94,0
